 nodes				 score
 22189				0.033976
 28938				0.033974
 25541				0.033973
 16957				0.033972
 35818				0.033972
 63498				0.033972
 63499				0.033972
 46816				0.033971
 66953				0.033970
  5017				0.033966
 18889				0.033964
 31145				0.033963
  6796				0.033961
 42199				0.033961
 37070				0.033959
 46957				0.033959
  2593				0.033956
 11824				0.033956
 55776				0.033952
 55779				0.033952
 70330				0.033952
 47717				0.033952
 33041				0.033950
 24000				0.033949
 24003				0.033949
 24004				0.033949
 24005				0.033949
 24007				0.033949
 24008				0.033949
 24009				0.033949
 53287				0.033948
 40866				0.033947
 43897				0.033946
 45441				0.033945
 45443				0.033945
 14502				0.033944
 39684				0.033943
 17928				0.033943
 52380				0.033942
 51061				0.033942
  5044				0.033941
 27576				0.033940
  8195				0.033939
 19658				0.033939
  2473				0.033938
 63964				0.033938
 67748				0.033938
 13943				0.033937
 41977				0.033936
 16232				0.033934
 38397				0.033933
 52581				0.033930
 35353				0.033926
 60935				0.033926
 25493				0.033923
 16184				0.033920
 36864				0.033920
 36865				0.033920
 25803				0.033919
 12233				0.033916
 13458				0.033915
 29987				0.033911
 42969				0.033909
 42970				0.033909
 42971				0.033909
 42972				0.033909
 46727				0.033909
 25038				0.033909
 45188				0.033908
 18398				0.033907
 10126				0.033907
 62211				0.033904
 62212				0.033904
 39190				0.033896
 39193				0.033896
 50949				0.033893
 13134				0.033888
 13854				0.033888
 32519				0.033888
 32520				0.033888
 32521				0.033888
 29368				0.033885
  2910				0.033884
 55340				0.033883
 51771				0.033883
 69100				0.033883
 69101				0.033883
 69102				0.033883
 69103				0.033883
 69104				0.033883
 51937				0.033882
 65632				0.033880
 60680				0.033879
 65933				0.033879
 31240				0.033878
 19986				0.033877
 64011				0.033876
 44317				0.033876
 12122				0.033875
 60969				0.033874
  8678				0.033873
 34454				0.033871
 26228				0.033869
 64981				0.033866
 35126				0.033865
 35149				0.033865
 48511				0.033865
 48512				0.033865
  9708				0.033864
 32149				0.033864
 18380				0.033861
 47696				0.033858
 38540				0.033853
 38542				0.033853
 38543				0.033853
 42524				0.033852
 58327				0.033850
 58328				0.033850
 35851				0.033850
 65199				0.033850
 55676				0.033848
 57371				0.033848
 29243				0.033845
 11407				0.033844
 35223				0.033844
 47846				0.033844
 55859				0.033842
 29998				0.033836
 17972				0.033835
 58107				0.033830
 12358				0.033829
 52351				0.033828
 46292				0.033828
  7991				0.033827
 66815				0.033827
 46788				0.033825
 28127				0.033821
 39538				0.033819
 75814				0.033815
 48670				0.033811
 48890				0.033811
 66882				0.033809
 56361				0.033808
 57099				0.033808
 52433				0.033808
 51198				0.033807
 30477				0.033806
 47064				0.033806
 47065				0.033806
 47066				0.033806
 47067				0.033806
 24113				0.033805
 67431				0.033805
 28868				0.033804
 59877				0.033801
 25003				0.033796
 24065				0.033793
 28587				0.033791
 70939				0.033791
 14700				0.033790
  9525				0.033789
 13991				0.033787
 68325				0.033787
 22265				0.033785
 51162				0.033782
 27461				0.033780
 47327				0.033780
 39489				0.033780
 53593				0.033779
 54749				0.033779
 37764				0.033778
 55613				0.033778
 54091				0.033778
 15246				0.033777
 10248				0.033777
 16695				0.033777
 58074				0.033777
 67692				0.033777
 71994				0.033777
 62232				0.033771
 35140				0.033767
  6149				0.033766
 16815				0.033765
 16820				0.033765
 27275				0.033762
 36200				0.033760
 36287				0.033757
 26899				0.033756
 47953				0.033756
 56582				0.033753
 15045				0.033747
 52946				0.033746
 35965				0.033746
 62587				0.033744
 55287				0.033734
 49285				0.033731
 53343				0.033731
 42294				0.033724
 42295				0.033724
 42296				0.033724
 34805				0.033723
 34810				0.033723
 34814				0.033723
  7835				0.033723
 24847				0.033722
 23489				0.033721
 54440				0.033721
 54441				0.033721
 14441				0.033720
 34996				0.033717
 58574				0.033716
 12983				0.033716
 36349				0.033716
 47738				0.033714
 27136				0.033712
 28138				0.033712
 34850				0.033712
 36386				0.033710
 45778				0.033708
 22742				0.033708
 63733				0.033707
 19824				0.033706
 36195				0.033705
 59319				0.033705
 69714				0.033702
 40705				0.033699
 58168				0.033697
 25037				0.033697
 35963				0.033696
 37430				0.033695
 33064				0.033693
 17675				0.033692
 35294				0.033687
 57639				0.033687
 67288				0.033687
 66184				0.033686
 66185				0.033686
   760				0.033685
 22215				0.033685
 22216				0.033685
 62358				0.033685
 52503				0.033683
 66051				0.033682
 27142				0.033682
 49293				0.033682
 69265				0.033681
 69266				0.033681
 32392				0.033680
 69923				0.033677
  6223				0.033672
  6261				0.033672
 57169				0.033671
 47588				0.033667
 25620				0.033663
 25622				0.033663
 25623				0.033663
 13751				0.033660
 11745				0.033656
 39414				0.033656
 13255				0.033656
 69998				0.033652
 21206				0.033650
 36653				0.033650
 12519				0.033648
  8500				0.033647
 11782				0.033644
 61391				0.033642
 41970				0.033639
 26887				0.033639
 26888				0.033639
 26889				0.033639
 56316				0.033638
 27766				0.033636
 27767				0.033636
 60918				0.033636
 60919				0.033636
 70994				0.033636
 70996				0.033636
 70997				0.033636
 75464				0.033636
 75465				0.033636
 47092				0.033636
 47093				0.033636
 51286				0.033632
 33285				0.033632
 39355				0.033632
 19977				0.033628
 70415				0.033624
 70416				0.033624
 70417				0.033624
 52658				0.033624
 10320				0.033623
 35673				0.033622
 28610				0.033621
 28483				0.033621
 55147				0.033619
 65932				0.033617
 21540				0.033616
 47537				0.033616
 65168				0.033616
 61495				0.033614
 62892				0.033614
 62893				0.033614
 62894				0.033614
 62895				0.033614
 62896				0.033614
 21412				0.033613
 21419				0.033613
 40473				0.033613
 52998				0.033610
 50229				0.033606
 21997				0.033603
  5357				0.033601
 32693				0.033600
 20040				0.033598
 29378				0.033598
 39390				0.033598
 44570				0.033598
 53723				0.033598
 53809				0.033598
 53939				0.033598
 59531				0.033598
 60685				0.033598
 61688				0.033598
 65022				0.033598
 65671				0.033598
 66122				0.033598
 66643				0.033598
 68745				0.033598
 69294				0.033598
 70030				0.033598
 70031				0.033598
 52526				0.033598
 37659				0.033598
 44517				0.033598
 60697				0.033597
 60698				0.033597
 60699				0.033597
 55666				0.033596
 16701				0.033595
 58120				0.033594
 47739				0.033593
  5429				0.033590
 33013				0.033590
 33014				0.033590
 52626				0.033590
 52627				0.033590
 55353				0.033588
 38409				0.033588
 28713				0.033587
 33015				0.033582
 39442				0.033582
 41487				0.033582
 41488				0.033582
 41490				0.033582
 41491				0.033582
 41492				0.033582
 41493				0.033582
 41495				0.033582
 41496				0.033582
 41497				0.033582
 41501				0.033582
 41502				0.033582
 41503				0.033582
 23970				0.033580
 65623				0.033580
 24937				0.033577
 61534				0.033576
 61535				0.033576
 12189				0.033575
 63504				0.033575
 63505				0.033575
 41986				0.033574
  4863				0.033570
  4868				0.033570
  4873				0.033570
  4874				0.033570
  4878				0.033570
  4879				0.033570
  4883				0.033570
  4885				0.033570
 65613				0.033568
  6785				0.033567
  8152				0.033567
 27888				0.033564
 47909				0.033561
 62354				0.033561
 52458				0.033561
 52569				0.033560
  6139				0.033559
 18029				0.033556
 57927				0.033554
 56792				0.033553
 45594				0.033550
 17314				0.033549
 46942				0.033547
 36281				0.033545
 31533				0.033544
 53897				0.033540
  7568				0.033540
 40200				0.033536
 27736				0.033535
 37464				0.033534
 16434				0.033531
 57369				0.033528
 57370				0.033528
 50378				0.033526
 38405				0.033523
 42591				0.033523
 47721				0.033522
 54098				0.033517
 61933				0.033515
 57170				0.033514
 49432				0.033513
 19352				0.033513
 59966				0.033513
 16460				0.033508
 16461				0.033508
 16462				0.033508
 16463				0.033508
 16464				0.033508
 16465				0.033508
 16466				0.033508
 16468				0.033508
 16469				0.033508
 12070				0.033505
 68608				0.033505
 68609				0.033505
 55713				0.033503
 34403				0.033503
 11997				0.033501
 42414				0.033500
 17285				0.033498
 45212				0.033498
 45529				0.033495
 47212				0.033494
 47215				0.033494
 30679				0.033494
  7646				0.033493
  4378				0.033488
  7965				0.033487
 69062				0.033487
 39806				0.033484
 16535				0.033481
  2403				0.033481
 57396				0.033480
 57397				0.033480
 59732				0.033480
  7797				0.033480
 64666				0.033477
 64667				0.033477
 10821				0.033476
 53351				0.033475
 53352				0.033475
 63032				0.033475
 65128				0.033475
 44990				0.033471
 48521				0.033469
 48522				0.033469
 48525				0.033469
 48526				0.033469
 48527				0.033469
 48528				0.033469
 48529				0.033469
 48530				0.033469
 48531				0.033469
 48532				0.033469
 48533				0.033469
 48534				0.033469
 48535				0.033469
 48536				0.033469
 48537				0.033469
 48538				0.033469
 48539				0.033469
 48540				0.033469
 48541				0.033469
 48542				0.033469
 48543				0.033469
 48544				0.033469
 48545				0.033469
 48546				0.033469
 48547				0.033469
 48548				0.033469
 48549				0.033469
 48550				0.033469
 48551				0.033469
 48552				0.033469
 48553				0.033469
 48554				0.033469
 48556				0.033469
 48557				0.033469
 48558				0.033469
 31948				0.033469
 48157				0.033467
 66580				0.033466
 15025				0.033466
 42444				0.033465
 42445				0.033465
 42446				0.033465
 35824				0.033464
 32388				0.033463
 32810				0.033462
 35733				0.033458
 57406				0.033457
 51487				0.033456
 61619				0.033450
 63560				0.033446
 23167				0.033445
 34336				0.033444
 35892				0.033442
 32878				0.033441
 39472				0.033436
 27377				0.033435
 22212				0.033434
 24033				0.033427
 24044				0.033427
 40425				0.033427
 40426				0.033427
 40427				0.033427
 32383				0.033426
 65572				0.033425
 65573				0.033425
 65574				0.033425
 51354				0.033424
 56736				0.033423
 22244				0.033422
 40059				0.033422
 40060				0.033422
 28644				0.033420
 46367				0.033419
 43394				0.033419
 33848				0.033416
 66158				0.033415
 66617				0.033414
 46692				0.033411
 42965				0.033409
 29994				0.033408
 17717				0.033408
 36106				0.033407
 36107				0.033407
 61981				0.033405
 69900				0.033403
 59103				0.033403
 59106				0.033403
 16376				0.033402
 51176				0.033401
 50189				0.033400
 29159				0.033399
 21988				0.033399
 55210				0.033398
 63592				0.033396
 35713				0.033389
 46006				0.033387
 46007				0.033387
 46009				0.033387
 46010				0.033387
 46015				0.033387
  1117				0.033387
 13791				0.033387
 61827				0.033384
 31235				0.033380
 27754				0.033379
 60375				0.033379
  3011				0.033376
 55194				0.033375
  9149				0.033373
 75275				0.033373
 75276				0.033373
 18289				0.033368
 54711				0.033368
 54712				0.033368
 35594				0.033368
 42014				0.033365
 42019				0.033365
 32476				0.033363
 62755				0.033362
 62756				0.033362
 62758				0.033362
 62759				0.033362
 62760				0.033362
 21784				0.033362
 21785				0.033362
 21788				0.033362
 21789				0.033362
 21790				0.033362
 54591				0.033361
 43075				0.033356
  4459				0.033353
 33175				0.033350
 51912				0.033350
 54651				0.033346
 64507				0.033345
 12497				0.033340
 63608				0.033336
 63609				0.033336
 63610				0.033336
 63611				0.033336
  7277				0.033330
 65847				0.033327
 31500				0.033327
 31501				0.033327
 31502				0.033327
 31503				0.033327
 31504				0.033327
 31505				0.033327
 31507				0.033327
 38059				0.033322
 28603				0.033318
 10627				0.033314
 53318				0.033314
 64293				0.033314
 64294				0.033314
 64295				0.033314
 57384				0.033313
 31786				0.033313
 26765				0.033312
 33783				0.033311
 19833				0.033309
 56751				0.033305
 58207				0.033304
 24480				0.033304
 24481				0.033304
 24484				0.033304
 24485				0.033304
 24487				0.033304
 21867				0.033302
 50945				0.033299
 45413				0.033297
 68677				0.033296
  8131				0.033295
 59655				0.033295
 41246				0.033295
 11563				0.033295
 24383				0.033295
 37789				0.033295
 58037				0.033295
 36667				0.033293
 70143				0.033291
 19858				0.033289
 65452				0.033288
 64462				0.033286
  2009				0.033284
 39823				0.033282
 60561				0.033277
 60562				0.033277
 59460				0.033276
 58672				0.033275
 40651				0.033274
 18079				0.033273
 33575				0.033273
 35459				0.033273
 62171				0.033272
 59786				0.033272
 59787				0.033272
 59788				0.033272
 57139				0.033272
 10167				0.033270
 65042				0.033268
 46262				0.033267
 63385				0.033265
 50784				0.033264
 15170				0.033262
 32228				0.033261
 18105				0.033260
 41034				0.033255
 41035				0.033255
 46791				0.033254
 35871				0.033252
 52086				0.033249
 49618				0.033248
 65605				0.033248
 24326				0.033245
 12570				0.033244
  8068				0.033244
 24183				0.033243
 67483				0.033243
 36359				0.033243
 56790				0.033243
 34736				0.033241
 63624				0.033241
 64749				0.033238
 64750				0.033238
 64751				0.033238
 45290				0.033238
 63900				0.033236
 29782				0.033228
 29374				0.033227
 25445				0.033227
 17999				0.033224
 45054				0.033224
 68431				0.033223
 65359				0.033222
 10572				0.033219
 54988				0.033218
 38219				0.033215
 38440				0.033213
 38441				0.033213
 48662				0.033213
 52914				0.033213
 22588				0.033212
 39803				0.033212
 51838				0.033209
 65074				0.033209
 10688				0.033207
 29825				0.033207
 60703				0.033203
 68436				0.033202
 37943				0.033200
 69574				0.033200
 31902				0.033197
 32833				0.033197
 30533				0.033196
 38287				0.033193
 22337				0.033193
 25245				0.033191
 18190				0.033190
 18193				0.033190
 51989				0.033190
 63204				0.033190
 28207				0.033190
 52940				0.033187
 52941				0.033187
 52942				0.033187
 12996				0.033186
 40122				0.033185
  9559				0.033185
 61172				0.033180
 64819				0.033180
 70647				0.033180
 67926				0.033176
 17545				0.033175
 18667				0.033175
 44787				0.033173
 51044				0.033173
 51045				0.033173
 12974				0.033167
 51220				0.033166
 13972				0.033164
 49425				0.033164
 12835				0.033164
 51464				0.033163
 51465				0.033163
 66240				0.033159
 66631				0.033159
 56455				0.033156
 29127				0.033156
 49480				0.033155
 46303				0.033154
 46304				0.033154
 11062				0.033151
 64627				0.033151
 39179				0.033150
 53431				0.033145
 69583				0.033145
  8319				0.033145
 40021				0.033145
 43111				0.033144
 61009				0.033141
 33394				0.033139
 65862				0.033139
 55605				0.033139
 58038				0.033139
 66287				0.033136
 47313				0.033136
 20139				0.033132
 22570				0.033130
 60672				0.033121
 21475				0.033117
 52589				0.033111
 71480				0.033111
 55278				0.033109
 57734				0.033107
  6576				0.033107
 14120				0.033107
 14124				0.033107
 14127				0.033107
 14128				0.033107
 14129				0.033107
 14133				0.033107
 75847				0.033107
 75848				0.033107
 75849				0.033107
 34070				0.033103
 48244				0.033100
 15035				0.033098
 13454				0.033094
 71228				0.033092
 60810				0.033090
  8260				0.033089
 46247				0.033089
 58665				0.033088
 52513				0.033087
 34239				0.033084
 34240				0.033084
 33045				0.033083
 33046				0.033083
 33049				0.033083
 33050				0.033083
 33051				0.033083
 33052				0.033083
 33053				0.033083
 33054				0.033083
 33055				0.033083
 33056				0.033083
 33057				0.033083
 39626				0.033080
 17232				0.033078
 60303				0.033078
 66414				0.033070
 59265				0.033068
 17985				0.033063
 59153				0.033062
 59154				0.033062
 67585				0.033060
 35855				0.033060
 37976				0.033057
 20483				0.033056
 12487				0.033054
  3915				0.033054
 62039				0.033049
 11836				0.033048
   856				0.033043
  9002				0.033040
 39863				0.033040
 39864				0.033040
 60783				0.033037
 26119				0.033036
 71441				0.033036
 51146				0.033034
 55607				0.033032
 66318				0.033032
 66319				0.033032
 66320				0.033032
 43249				0.033032
 44930				0.033032
 48386				0.033032
 44272				0.033031
 42572				0.033030
 68153				0.033026
 11725				0.033022
 67779				0.033021
  7851				0.033018
 11331				0.033016
 46433				0.033015
 46434				0.033015
 51798				0.033014
  9416				0.033014
 66114				0.033011
 38388				0.033008
 69131				0.033006
 69132				0.033006
 69133				0.033006
 69134				0.033006
 35286				0.033002
 23011				0.033001
 22503				0.033000
 39348				0.032999
 11324				0.032997
 12961				0.032996
 47647				0.032995
 27612				0.032982
 59180				0.032980
 54086				0.032980
 21757				0.032975
 33038				0.032975
 49679				0.032973
 56137				0.032973
 56138				0.032973
 56139				0.032973
 56140				0.032973
 25494				0.032972
 50047				0.032971
 63919				0.032970
 63920				0.032970
 34520				0.032966
 53243				0.032964
 53245				0.032964
 48354				0.032962
  6989				0.032959
 40568				0.032959
 40834				0.032959
 40837				0.032959
 25666				0.032958
 68913				0.032957
 37106				0.032957
 45992				0.032957
 45993				0.032957
 32991				0.032955
 27547				0.032953
 60461				0.032953
 30839				0.032947
 22677				0.032947
 44718				0.032947
 63050				0.032947
 12920				0.032944
 10853				0.032944
 32068				0.032944
 33766				0.032944
 34286				0.032944
 52363				0.032944
 52364				0.032944
 52365				0.032944
 52366				0.032944
 52367				0.032944
 20782				0.032944
 20783				0.032944
 41186				0.032943
  8342				0.032942
 26931				0.032942
 36393				0.032942
 41475				0.032941
 41477				0.032941
 26304				0.032938
 40324				0.032937
 52244				0.032936
 22663				0.032935
 40302				0.032935
 42479				0.032933
 42481				0.032933
  8252				0.032930
 35361				0.032927
 60610				0.032927
 11458				0.032927
 34919				0.032926
  7704				0.032925
 19363				0.032925
 31572				0.032925
 51186				0.032921
 11536				0.032921
 14386				0.032915
 40879				0.032915
 70722				0.032915
 74084				0.032915
 33269				0.032913
  9450				0.032908
 35895				0.032904
 25485				0.032900
 31491				0.032899
 15267				0.032899
 25517				0.032899
 24362				0.032898
 44629				0.032898
 59658				0.032898
 30482				0.032896
 39422				0.032895
 31072				0.032894
 47579				0.032894
 47580				0.032894
 47904				0.032892
 15126				0.032889
 59622				0.032889
 59623				0.032889
  7354				0.032889
   292				0.032885
 25585				0.032881
 25587				0.032881
 56363				0.032879
 46156				0.032872
 39136				0.032868
 58688				0.032866
 58689				0.032866
 45119				0.032865
 55846				0.032863
 16589				0.032862
 54646				0.032861
 54647				0.032861
 49446				0.032859
 52807				0.032859
 29711				0.032857
 54160				0.032855
 12599				0.032853
 61978				0.032851
 61980				0.032851
 18467				0.032851
 50410				0.032850
 68440				0.032848
 47270				0.032845
 62659				0.032843
 68790				0.032842
 47493				0.032838
 47494				0.032838
 47495				0.032838
   522				0.032837
  9833				0.032837
 11251				0.032837
 32045				0.032837
 36266				0.032837
 46472				0.032837
 47205				0.032837
 49241				0.032837
 49242				0.032837
 49508				0.032837
 49509				0.032837
 49526				0.032837
 50519				0.032837
 54042				0.032837
 54637				0.032837
 56381				0.032837
 58345				0.032837
 59789				0.032837
 60823				0.032837
 60824				0.032837
 62774				0.032837
 64982				0.032837
 65178				0.032837
 65239				0.032837
 65979				0.032837
 66477				0.032837
 66626				0.032837
 66994				0.032837
 67229				0.032837
 67230				0.032837
 67548				0.032837
 67812				0.032837
 68012				0.032837
 68108				0.032837
 68109				0.032837
 75492				0.032837
 75493				0.032837
 42959				0.032837
 45035				0.032836
 47823				0.032834
 30396				0.032834
 30399				0.032834
 57716				0.032833
 37331				0.032831
 25397				0.032829
 52900				0.032829
 45352				0.032827
 61474				0.032826
 23008				0.032826
  9080				0.032826
 38658				0.032824
 55672				0.032823
 36161				0.032823
 29558				0.032823
   496				0.032822
 47239				0.032822
 47243				0.032822
 51950				0.032818
 51951				0.032818
 23985				0.032817
 30589				0.032812
 42506				0.032804
 26754				0.032802
 10754				0.032801
  8443				0.032795
 19164				0.032795
 27997				0.032795
 59886				0.032795
 59887				0.032795
 67945				0.032794
 67946				0.032794
 15994				0.032792
  9835				0.032792
 62371				0.032792
 55141				0.032787
 55143				0.032787
 32417				0.032787
 66160				0.032779
 11182				0.032778
 18308				0.032778
 43589				0.032777
 39194				0.032776
 29861				0.032775
 63370				0.032769
 59897				0.032768
 29516				0.032768
 42143				0.032767
 24623				0.032766
 26603				0.032765
 58385				0.032765
 26671				0.032755
 24699				0.032754
 32961				0.032753
 25539				0.032753
 50473				0.032753
 17654				0.032752
 52512				0.032749
 64712				0.032749
 64368				0.032748
 68480				0.032747
 48611				0.032747
 11065				0.032745
 61533				0.032743
 69508				0.032740
 33227				0.032733
 62764				0.032732
 33930				0.032729
 38933				0.032726
 59087				0.032725
 62886				0.032721
 59911				0.032719
 60535				0.032719
 60536				0.032719
 45647				0.032719
 45650				0.032719
 45653				0.032719
 65495				0.032716
 37001				0.032716
 37002				0.032716
 37003				0.032716
 37004				0.032716
 37005				0.032716
 37007				0.032716
 37008				0.032716
 37009				0.032716
 37010				0.032716
 40404				0.032715
 55902				0.032714
 55328				0.032713
 26262				0.032712
 39006				0.032711
 34734				0.032711
  2390				0.032710
 56102				0.032706
 33456				0.032706
 39407				0.032705
 63281				0.032704
 46654				0.032703
 46655				0.032703
 49838				0.032703
 20314				0.032701
 51808				0.032699
 54956				0.032695
 65177				0.032695
  1878				0.032692
  7271				0.032692
 16500				0.032692
 34602				0.032692
 50796				0.032692
 56797				0.032692
 56798				0.032692
 56799				0.032692
 56800				0.032692
 56801				0.032692
 56802				0.032692
 70936				0.032692
 63100				0.032687
 57249				0.032684
 18408				0.032681
 54995				0.032680
 68826				0.032679
 68827				0.032679
 15959				0.032678
 63928				0.032678
 69479				0.032676
 12935				0.032676
 30594				0.032671
 30596				0.032670
 37629				0.032669
 39109				0.032668
 39110				0.032668
 13407				0.032667
 38395				0.032665
 43388				0.032664
 15680				0.032664
 58072				0.032662
 32154				0.032662
 42586				0.032661
 10200				0.032661
 61701				0.032660
 36665				0.032660
 48738				0.032660
  8930				0.032657
 21331				0.032657
 62064				0.032657
 67203				0.032657
 51389				0.032656
 48438				0.032655
 21098				0.032653
 39664				0.032653
 21138				0.032652
 18074				0.032651
 54322				0.032649
 50395				0.032644
 42955				0.032644
 30237				0.032643
 28466				0.032640
 53750				0.032638
 21195				0.032636
 21196				0.032636
 46395				0.032625
 46396				0.032625
 65514				0.032624
 58460				0.032618
 51436				0.032615
  8259				0.032612
 67312				0.032612
 41980				0.032612
 59472				0.032611
 52605				0.032611
 38735				0.032611
  3815				0.032606
 27721				0.032606
 27722				0.032606
 54265				0.032604
 45218				0.032601
 38472				0.032600
 38475				0.032600
 38476				0.032600
 38477				0.032600
 38479				0.032600
 51572				0.032599
 51573				0.032599
 51574				0.032599
 51575				0.032599
 11512				0.032598
 36468				0.032597
  8074				0.032597
 37738				0.032593
 59560				0.032593
 15743				0.032588
 41643				0.032588
 53160				0.032587
  4449				0.032587
 27883				0.032587
  5341				0.032584
  7428				0.032583
 68985				0.032581
 24040				0.032578
 24204				0.032578
 14082				0.032576
 57124				0.032575
 30932				0.032573
 25819				0.032573
 40851				0.032572
 46470				0.032572
 50560				0.032572
 50561				0.032572
 50562				0.032572
 50563				0.032572
 50565				0.032572
 50569				0.032572
 50570				0.032572
 50571				0.032572
 57135				0.032571
 54388				0.032561
 54389				0.032561
 35820				0.032561
 61569				0.032559
 26072				0.032559
 71422				0.032558
   524				0.032557
 62524				0.032555
 35755				0.032552
 16428				0.032552
 57811				0.032551
 57812				0.032551
 61028				0.032548
 61029				0.032548
 31783				0.032548
 31784				0.032548
 33862				0.032547
 33864				0.032547
  9754				0.032546
 52268				0.032543
 14367				0.032542
 11862				0.032542
  6380				0.032540
 18013				0.032540
 33377				0.032540
 33379				0.032540
 59983				0.032540
 51218				0.032535
 26071				0.032534
 11589				0.032526
 10843				0.032521
 63221				0.032521
 32819				0.032520
 58847				0.032519
 58848				0.032519
 56328				0.032516
 62726				0.032516
 58947				0.032515
 58948				0.032515
 58949				0.032515
 16698				0.032514
 54348				0.032514
 54349				0.032514
 54350				0.032514
 40545				0.032511
 39814				0.032510
 39816				0.032510
 43560				0.032510
 34924				0.032507
 70878				0.032502
 56165				0.032498
  9328				0.032497
 63681				0.032496
 30948				0.032496
 38126				0.032493
 60281				0.032492
 44223				0.032487
 62400				0.032486
 48724				0.032485
 57191				0.032485
 27559				0.032485
 66923				0.032483
 14422				0.032480
 14423				0.032480
 55597				0.032479
 61227				0.032477
 28435				0.032477
 22449				0.032477
 59651				0.032476
 35672				0.032475
 44143				0.032469
 49928				0.032469
 47853				0.032468
  5786				0.032468
 48715				0.032468
 48716				0.032468
 22566				0.032467
 12265				0.032465
 50143				0.032462
 41829				0.032462
 60886				0.032462
 19672				0.032457
  1942				0.032456
  3022				0.032456
 17052				0.032456
 17053				0.032456
 17054				0.032456
 17056				0.032456
 45319				0.032454
 43504				0.032454
 42132				0.032450
 52550				0.032449
 38587				0.032449
 25864				0.032447
 25866				0.032447
 30985				0.032442
 19407				0.032441
 70507				0.032441
 32209				0.032440
 16172				0.032440
 36248				0.032440
 64098				0.032439
  5188				0.032438
 30131				0.032436
 59921				0.032434
  2441				0.032433
 67158				0.032430
 39527				0.032427
 54774				0.032426
 40585				0.032425
 62274				0.032425
 14644				0.032425
 41126				0.032424
 56343				0.032420
  7790				0.032418
 13866				0.032417
 45011				0.032416
 63727				0.032416
 37507				0.032415
 52619				0.032415
 32373				0.032412
  3336				0.032408
 37027				0.032408
 58070				0.032408
 43906				0.032405
 43907				0.032405
 21645				0.032404
 33449				0.032404
 59861				0.032403
 59862				0.032403
 59863				0.032403
 59864				0.032403
 59865				0.032403
 59867				0.032403
 59868				0.032403
 61764				0.032400
 29303				0.032397
 46610				0.032397
 51227				0.032393
 51229				0.032393
 43407				0.032392
 46485				0.032390
 48123				0.032389
 42889				0.032386
 61092				0.032386
 28176				0.032386
 28177				0.032386
 28178				0.032386
 28179				0.032386
 28180				0.032386
 28182				0.032386
 28183				0.032386
 28184				0.032386
 28186				0.032386
 28187				0.032386
 58502				0.032384
  6198				0.032380
 61109				0.032380
 61110				0.032380
 61112				0.032380
 53895				0.032378
 10072				0.032376
 18742				0.032376
 18743				0.032376
 18744				0.032376
 18746				0.032376
 18749				0.032376
 18751				0.032376
 18754				0.032376
 18756				0.032376
 18762				0.032376
 18764				0.032376
 18770				0.032376
 32007				0.032373
 64441				0.032371
 17802				0.032359
 17830				0.032359
 34455				0.032358
 47443				0.032358
 58309				0.032356
 61923				0.032353
 42536				0.032351
 31685				0.032350
 30599				0.032350
 29113				0.032348
 69081				0.032346
 62305				0.032346
 23509				0.032346
  6405				0.032345
 58428				0.032342
 58429				0.032342
 58430				0.032342
 63561				0.032340
 55467				0.032339
 54699				0.032337
 55849				0.032336
 55850				0.032336
 60936				0.032334
 60937				0.032334
 29702				0.032333
 54016				0.032333
 38386				0.032331
 43451				0.032329
  3446				0.032328
  4814				0.032328
  5119				0.032328
 17874				0.032328
 30805				0.032328
 72216				0.032328
 72217				0.032328
 72220				0.032328
 72221				0.032328
 72222				0.032328
 72224				0.032328
 72225				0.032328
 72226				0.032328
 72228				0.032328
 72230				0.032328
 72231				0.032328
 72233				0.032328
 39270				0.032327
 39271				0.032327
  5520				0.032327
 35829				0.032327
 50425				0.032326
 31852				0.032315
 42282				0.032315
 29308				0.032314
 17418				0.032313
 25124				0.032313
 25125				0.032313
 25126				0.032313
 25128				0.032313
 25129				0.032313
 71507				0.032309
 22807				0.032308
 49495				0.032304
 48093				0.032301
  7601				0.032301
 40925				0.032301
 52418				0.032298
 42108				0.032298
 41622				0.032296
 41623				0.032296
 34773				0.032294
 37356				0.032293
 25757				0.032292
 58645				0.032291
 62540				0.032291
 64759				0.032291
 63115				0.032290
 69075				0.032290
 18526				0.032288
 13278				0.032288
 21039				0.032287
 59643				0.032287
 28773				0.032286
 65157				0.032285
 60843				0.032285
 60844				0.032285
 60845				0.032285
 60846				0.032285
 27095				0.032278
 45286				0.032276
 62775				0.032273
 46316				0.032270
 35197				0.032270
 58752				0.032269
 27850				0.032269
 18645				0.032269
 30540				0.032268
 26001				0.032267
  7962				0.032267
 14944				0.032267
 43218				0.032267
 43219				0.032267
 43220				0.032267
 27891				0.032265
 10089				0.032264
 10150				0.032264
 27347				0.032264
 49922				0.032261
 49924				0.032261
 49925				0.032261
 41823				0.032260
  6465				0.032258
 28133				0.032255
 57578				0.032253
 10013				0.032251
 40596				0.032251
  6702				0.032249
 38325				0.032243
 63079				0.032239
 46077				0.032239
 55920				0.032235
 41572				0.032235
 39716				0.032234
 63038				0.032232
 18400				0.032231
 48734				0.032231
 48735				0.032231
 48736				0.032231
 15831				0.032226
 67729				0.032219
 48346				0.032217
 21225				0.032214
 35651				0.032214
 50943				0.032212
 19378				0.032212
 35443				0.032208
  6674				0.032207
 56782				0.032206
  4249				0.032205
 57700				0.032204
 57701				0.032204
 37467				0.032204
 41564				0.032203
 41185				0.032202
